,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah)
638,2.01907E+13,82.8,366.4,-52.20001,4.089,4.066,44,42,37.54,112.85
639,2.01907E+13,82.8,366.6,-52.20001,4.09,4.067,44,42,37.58,112.97
640,2.01907E+13,83.2,366.6,-52.20001,4.091,4.068,44,42,37.61,113.08
641,2.01907E+13,83.2,366.8,-52.20001,4.091,4.069,44,42,37.66,113.2
642,2.01907E+13,83.2,366.8,-52.20001,4.093,4.07,44,42,37.69,113.32
643,2.01907E+13,83.2,366.9,-52.20001,4.093,4.071,44,42,37.73,113.44
644,2.01907E+13,83.6,366.9,-52.20001,4.095,4.072,44,42,37.77,113.55
645,2.01907E+13,83.6,367.1,-52.20001,4.096,4.073,44,42,37.82,113.69
646,2.01907E+13,83.6,367.1,-52.20001,4.097,4.073,44,42,37.85,113.8
647,2.01907E+13,83.6,367.4,-52.20001,4.098,4.075,44,42,37.89,113.92
648,2.01907E+13,83.6,367.4,-52.20001,4.098,4.075,44,42,37.93,114.03
649,2.01907E+13,84,367.4,-52.20001,4.1,4.076,44,42,37.97,114.13
650,2.01907E+13,84,367.5,-52.20001,4.101,4.077,44,42,38,114.25
651,2.01907E+13,84,367.5,-52.20001,4.102,4.078,44,42,38.04,114.36
652,2.01907E+13,84,367.7,-52.20001,4.102,4.079,44,42,38.08,114.48
653,2.01907E+13,84,367.7,-52.20001,4.103,4.08,44,42,38.12,114.6
654,2.01907E+13,84.4,367.8,-52.20001,4.104,4.081,44,42,38.16,114.73
655,2.01907E+13,84.4,367.8,-52.20001,4.105,4.082,44,42,38.2,114.84
656,2.01907E+13,84.4,368,-52.20001,4.105,4.083,44,42,38.24,114.97
657,2.01907E+13,84.4,368.2,-52.20001,4.107,4.084,44,42,38.28,115.08
658,2.01907E+13,84.8,368.2,-52.20001,4.108,4.085,44,42,38.33,115.21
659,2.01907E+13,84.8,368.3,-52.20001,4.109,4.086,44,42,38.36,115.33
660,2.01907E+13,84.8,368.3,-52.20001,4.109,4.086,44,42,38.4,115.45
661,2.01907E+13,84.8,368.3,-52.20001,4.11,4.088,44,42,38.43,115.55
662,2.01907E+13,84.8,368.5,-52.20001,4.111,4.089,44,42,38.47,115.66
663,2.01907E+13,85.2,368.6,-52.20001,4.112,4.09,44,42,38.51,115.78
664,2.01907E+13,85.2,368.6,-52.20001,4.113,4.09,44,42,38.55,115.89
665,2.01907E+13,85.2,368.6,-52.20001,4.113,4.091,44,42,38.59,116.01
666,2.01907E+13,85.2,368.8,-52.20001,4.115,4.092,44,42,38.63,116.12
667,2.01907E+13,85.2,368.9,-52.20001,4.116,4.093,44,42,38.67,116.26
668,2.01907E+13,85.6,368.9,-52.20001,4.117,4.094,44,42,38.71,116.38
669,2.01907E+13,85.6,369.1,-52.20001,4.117,4.094,44,42,38.75,116.49
670,2.01907E+13,85.6,369.3,-52.20001,4.119,4.096,44,42,38.79,116.61
671,2.01907E+13,85.6,369.3,-52.20001,4.12,4.097,44,42,38.83,116.73
672,2.01907E+13,86,369.3,-52.20001,4.121,4.097,44,42,38.86,116.83
673,2.01907E+13,86,369.4,-52.20001,4.121,4.098,44,42,38.9,116.94
674,2.01907E+13,86,369.4,-52.20001,4.122,4.1,44,42,38.94,117.06
675,2.01907E+13,86,369.6,-52.20001,4.123,4.1,44,42,38.97,117.17
676,2.01907E+13,86,369.6,-52.20001,4.124,4.102,44,42,39.02,117.29
677,2.01907E+13,86.4,369.7,-52.20001,4.125,4.102,44,42,39.05,117.41
678,2.01907E+13,86.4,369.9,-52.20001,4.126,4.103,44,42,39.1,117.53
679,2.01907E+13,86.4,369.9,-52.20001,4.128,4.104,44,42,39.14,117.65
680,2.01907E+13,86.4,370,-52.20001,4.129,4.105,44,42,39.17,117.77
681,2.01907E+13,86.4,370,-52.20001,4.129,4.106,44,42,39.22,117.89
682,2.01907E+13,86.8,370.2,-52.20001,4.13,4.107,44,42,39.25,118.01
683,2.01907E+13,86.8,370.2,-52.20001,4.131,4.107,44,42,39.29,118.12
684,2.01907E+13,86.8,370.4,-52.20001,4.132,4.109,44,42,39.33,118.24
685,2.01907E+13,86.8,370.4,-52.20001,4.133,4.11,44,42,39.36,118.34
686,2.01907E+13,87.2,370.5,-52.20001,4.134,4.11,44,42,39.4,118.47
687,2.01907E+13,87.2,370.5,-52.20001,4.134,4.112,44,42,39.45,118.59
688,2.01907E+13,87.2,370.7,-52.20001,4.135,4.112,44,42,39.48,118.7
689,2.01907E+13,87.2,370.8,-52.20001,4.137,4.113,44,42,39.53,118.82
690,2.01907E+13,87.2,370.8,-52.20001,4.138,4.114,44,42,39.56,118.93
691,2.01907E+13,87.6,371,-52.20001,4.138,4.115,44,42,39.61,119.07
692,2.01907E+13,87.6,371,-52.20001,4.139,4.116,44,42,39.65,119.19
693,2.01907E+13,87.6,371,-52.20001,4.141,4.117,44,42,39.68,119.3
694,2.01907E+13,87.6,371.1,-52.20001,4.141,4.118,44,42,39.72,119.42
695,2.01907E+13,87.6,371.3,-52.20001,4.142,4.119,44,42,39.76,119.54
696,2.01907E+13,88,371.3,-52.20001,4.143,4.12,44,42,39.8,119.65
697,2.01907E+13,88,371.4,-52.20001,4.144,4.121,44,42,39.84,119.75
698,2.01907E+13,88,371.4,-52.20001,4.145,4.122,44,42,39.87,119.87
699,2.01907E+13,88,371.6,-52.20001,4.146,4.123,44,42,39.91,119.98
700,2.01907E+13,88.4,371.6,-52.20001,4.147,4.123,44,42,39.95,120.1
701,2.01907E+13,88.4,371.8,-52.20001,4.147,4.125,44,42,39.99,120.23
702,2.01907E+13,88.4,371.9,-52.20001,4.149,4.126,44,42,40.03,120.35
703,2.01907E+13,88.4,371.9,-52.20001,4.15,4.127,44,42,40.07,120.46
704,2.01907E+13,88.4,372.1,-52.20001,4.152,4.127,44,42,40.11,120.58
705,2.01907E+13,88.8,372.1,-52.20001,4.151,4.128,44,42,40.15,120.69
706,2.01907E+13,88.8,372.2,-52.20001,4.152,4.129,44,42,40.19,120.82
707,2.01907E+13,88.8,372.2,-52.20001,4.153,4.13,44,42,40.22,120.93
708,2.01907E+13,88.8,372.4,-52.20001,4.154,4.131,44,42,40.27,121.05
709,2.01907E+13,88.8,372.4,-52.20001,4.155,4.132,44,42,40.3,121.15
710,2.01907E+13,89.2,372.5,-52.20001,4.156,4.133,44,42,40.34,121.26
711,2.01907E+13,89.2,372.5,-52.20001,4.156,4.134,44,42,40.37,121.38
712,2.01907E+13,89.2,372.7,-52.20001,4.158,4.134,44,42,40.41,121.49
713,2.01907E+13,89.2,372.7,-52.20001,4.159,4.136,44,42,40.46,121.63
714,2.01907E+13,89.6,372.9,-52.20001,4.161,4.137,44,42,40.5,121.74
715,2.01907E+13,89.6,372.7,-48,4.158,4.136,44,42,40.53,121.86
716,2.01907E+13,89.6,372.9,-48,4.159,4.137,44,42,40.57,121.96
717,2.01907E+13,89.6,372.9,-48,4.159,4.138,44,42,40.6,122.07
718,2.01907E+13,89.6,373,-48,4.16,4.138,44,42,40.64,122.18
719,2.01907E+13,90,373,-48,4.161,4.139,44,42,40.68,122.29
720,2.01907E+13,90,373.2,-48,4.162,4.14,44,42,40.71,122.39
721,2.01907E+13,90,373.2,-48,4.162,4.141,44,42,40.75,122.49
722,2.01907E+13,90,373.3,-48,4.163,4.142,44,42,40.78,122.59
723,2.01907E+13,90,373.3,-48,4.164,4.142,44,42,40.82,122.73
724,2.01907E+13,90.4,373.5,-48,4.165,4.143,44,42,40.86,122.82
725,2.01907E+13,90.4,373.5,-48,4.166,4.144,44,42,40.89,122.94
726,2.01907E+13,90.4,373.6,-48,4.167,4.145,44,42,40.93,123.04
727,2.01907E+13,90.4,373.6,-48,4.168,4.146,44,42,40.96,123.16
728,2.01907E+13,90.4,373.6,-48,4.168,4.146,44,42,41,123.26
729,2.01907E+13,90.8,373.8,-48,4.17,4.147,44,42,41.04,123.38
730,2.01907E+13,90.8,373.9,-48,4.171,4.148,44,42,41.07,123.48
731,2.01907E+13,90.8,373.9,-48,4.17,4.149,44,42,41.11,123.59
732,2.01907E+13,90.8,374.1,-48,4.173,4.15,44,42,41.14,123.67
733,2.01907E+13,90.8,374.1,-48,4.173,4.151,44,42,41.18,123.79
734,2.01907E+13,91.2,374.1,-48,4.174,4.151,44,42,41.21,123.89
735,2.01907E+13,91.2,374.3,-48,4.175,4.152,44,42,41.25,124.02
736,2.01907E+13,91.2,374.3,-48,4.176,4.153,44,42,41.29,124.12
737,2.01907E+13,91.2,374.3,-48,4.177,4.154,44,42,41.32,124.22
738,2.01907E+13,91.2,374.4,-48,4.177,4.155,44,42,41.36,124.34
739,2.01907E+13,91.6,374.6,-48,4.178,4.156,44,42,41.4,124.45
740,2.01907E+13,91.6,374.7,-48,4.179,4.157,44,42,41.43,124.55
741,2.01907E+13,91.6,374.7,-48,4.179,4.157,44,42,41.47,124.66
742,2.01907E+13,91.6,374.7,-48,4.18,4.159,44,42,41.5,124.77
743,2.01907E+13,91.6,374.9,-48,4.181,4.159,44,42,41.54,124.87
744,2.01907E+13,92,374.9,-48,4.182,4.16,44,42,41.57,124.99
745,2.01907E+13,92,374.9,-48,4.183,4.161,44,42,41.61,125.09
746,2.01907E+13,92,375,-48,4.184,4.162,44,42,41.65,125.2
747,2.01907E+13,92,375.2,-48,4.185,4.163,44,42,41.68,125.3
748,2.01907E+13,92,375.2,-48,4.186,4.164,44,42,41.72,125.42
749,2.01907E+13,92,375.4,-48,4.186,4.164,44,42,41.75,125.52
750,2.01907E+13,92.4,375.4,-48,4.186,4.165,44,42,41.79,125.63
751,2.01907E+13,92.4,375.5,-48,4.188,4.166,44,42,41.83,125.73
752,2.01907E+13,92.4,375.5,-48,4.188,4.167,44,42,41.86,125.85
753,2.01907E+13,92.4,375.7,-48,4.19,4.168,44,42,41.9,125.95
754,2.01907E+13,92.4,375.7,-48,4.19,4.169,44,42,41.93,126.05
755,2.01907E+13,92.8,375.8,-48,4.191,4.17,44,42,41.97,126.16
756,2.01907E+13,92.8,375.8,-48,4.192,4.17,44,42,42,126.27
757,2.01907E+13,92.8,376,-48,4.193,4.171,44,42,42.04,126.38
758,2.01907E+13,92.8,376,-48,4.193,4.172,44,42,42.07,126.48
759,2.01907E+13,92.8,376.1,-48,4.194,4.173,44,42,42.11,126.6
760,2.01907E+13,93.2,376.1,-48,4.196,4.174,44,42,42.14,126.7
761,2.01907E+13,93.2,376.3,-48,4.196,4.175,44,42,42.19,126.81
762,2.01907E+13,93.2,376.3,-48,4.198,4.176,44,42,42.21,126.91
763,2.01907E+13,93.2,376.4,-48,4.197,4.177,44,42,42.26,127.03
764,2.01907E+13,93.2,376.4,-48,4.199,4.177,44,42,42.29,127.13
765,2.01907E+13,93.6,376.6,-48,4.2,4.178,44,42,42.33,127.25
766,2.01907E+13,93.6,376.4,-48,4.2,4.178,44,42,42.36,127.34
767,2.01907E+13,93.6,376.8,-48,4.201,4.18,44,42,42.39,127.44
768,2.01907E+13,93.6,376.8,-48,4.202,4.18,44,42,42.43,127.54
769,2.01907E+13,93.6,376.8,-48,4.203,4.182,44,42,42.47,127.66
770,2.01907E+13,94,376.9,-48,4.205,4.182,44,42,42.5,127.78
771,2.01907E+13,94,377.1,-48,4.205,4.183,44,42,42.54,127.88
772,2.01907E+13,94,377.1,-48,4.206,4.184,44,42,42.57,128
773,2.01907E+13,94,377.2,-48,4.206,4.185,44,42,42.61,128.09
774,2.01907E+13,94,377.2,-48,4.208,4.186,44,42,42.65,128.21
775,2.01907E+13,94.4,377.2,-48,4.208,4.186,44,42,42.68,128.31
776,2.01907E+13,94.4,377.4,-48,4.21,4.187,44,42,42.72,128.43
777,2.01907E+13,94.4,377.4,-48,4.21,4.188,44,42,42.75,128.53
778,2.01907E+13,94.4,377.5,-48,4.211,4.189,44,42,42.79,128.64
779,2.01907E+13,94.4,377.5,-48,4.211,4.19,44,42,42.83,128.74
780,2.01907E+13,94.8,377.7,-48,4.212,4.191,44,42,42.86,128.86
781,2.01907E+13,94.8,377.7,-48,4.213,4.192,44,42,42.9,128.96
782,2.01907E+13,94.8,377.9,-48,4.215,4.193,44,42,42.93,129.08
783,2.01907E+13,94.8,378,-48,4.215,4.193,44,42,42.97,129.18
784,2.01907E+13,94.8,378,-48,4.216,4.194,44,42,43.01,129.29
785,2.01907E+13,95.2,378,-48,4.217,4.195,44,42,43.04,129.39
786,2.01907E+13,95.2,378.2,-48,4.218,4.196,44,42,43.08,129.51
787,2.01907E+13,95.2,378.2,-48,4.219,4.197,44,42,43.11,129.61
788,2.01907E+13,95.2,378.3,-48,4.219,4.198,44,42,43.15,129.71
789,2.01907E+13,95.2,378.3,-48,4.22,4.199,44,42,43.18,129.82
790,2.01907E+13,95.6,378.5,-48,4.221,4.199,44,42,43.22,129.92
791,2.01907E+13,95.6,378.6,-48,4.222,4.2,44,42,43.26,130.04
792,2.01907E+13,95.6,378.6,-48,4.223,4.201,44,42,43.29,130.14
793,2.01907E+13,95.6,378.6,-48,4.224,4.202,44,42,43.33,130.25
794,2.01907E+13,95.6,378.8,-48,4.225,4.203,44,42,43.36,130.35
795,2.01907E+13,96,378.8,-48,4.225,4.203,44,42,43.4,130.47
796,2.01907E+13,96,378.9,-48,4.226,4.205,44,42,43.44,130.57
797,2.01907E+13,96,378.9,-48,4.227,4.205,44,42,43.47,130.69
798,2.01907E+13,96,379.1,-48,4.228,4.206,44,42,43.51,130.79
799,2.01907E+13,96,379.1,-48,4.229,4.207,44,42,43.54,130.9
800,2.01907E+13,96.4,379.3,-48,4.23,4.208,44,42,43.58,131
801,2.01907E+13,96.4,379.3,-48,4.23,4.209,44,42,43.61,131.1
802,2.01907E+13,96.4,379.4,-48,4.232,4.209,44,42,43.65,131.24
803,2.01907E+13,96.4,379.4,-48,4.232,4.21,44,42,43.69,131.33
804,2.01907E+13,96.4,379.6,-48,4.233,4.211,44,42,43.72,131.43
805,2.01907E+13,96.8,379.6,-48,4.234,4.213,44,42,43.76,131.55
806,2.01907E+13,96.8,379.7,-48,4.235,4.213,44,42,43.8,131.65
807,2.01907E+13,96.8,379.7,-48,4.236,4.214,44,42,43.83,131.77
808,2.01907E+13,96.8,379.9,-48,4.237,4.215,44,42,43.87,131.86
809,2.01907E+13,96.8,379.9,-48,4.237,4.215,44,42,43.9,131.96
810,2.01907E+13,97.2,380,-48,4.239,4.217,44,42,43.94,132.08
811,2.01907E+13,97.2,380,-48,4.239,4.217,44,42,43.97,132.18
812,2.01907E+13,97.2,378.9,-14.70001,4.22,4.206,44,42,44,132.27
813,2.01907E+13,97.2,378.9,-14.70001,4.218,4.206,44,42,44.01,132.3
814,2.01907E+13,97.2,378.8,-14.70001,4.217,4.204,44,42,44.03,132.35
815,2.01907E+13,97.2,378.8,-14.70001,4.217,4.205,44,42,44.03,132.38
816,2.01907E+13,97.2,378.8,-14.70001,4.216,4.204,44,42,44.05,132.42
817,2.01907E+13,97.2,378.8,-14.70001,4.217,4.204,44,42,44.05,132.45
818,2.01907E+13,97.2,378.8,-14.70001,4.216,4.204,44,42,44.08,132.5
819,2.01907E+13,97.2,378.6,-14.70001,4.216,4.204,44,42,44.08,132.53
820,2.01907E+13,97.2,378.6,-14.70001,4.217,4.203,44,42,44.1,132.57
821,2.01907E+13,97.2,378.8,-14.70001,4.216,4.204,44,42,44.1,132.6
822,2.01907E+13,97.6,378.8,-14.70001,4.216,4.204,44,42,44.12,132.63
823,2.01907E+13,97.6,378.8,-14.70001,4.216,4.204,44,42,44.13,132.66
824,2.01907E+13,97.6,378.8,-14.70001,4.216,4.204,44,42,44.14,132.7
825,2.01907E+13,97.6,378.8,-14.70001,4.216,4.204,44,42,44.16,132.75
826,2.01907E+13,97.6,378.8,-14.70001,4.217,4.204,44,42,44.17,132.78
827,2.01907E+13,97.6,378.8,-14.70001,4.216,4.204,44,42,44.18,132.81
828,2.01907E+13,97.6,378.8,-14.70001,4.217,4.205,44,41,44.19,132.85
829,2.01907E+13,97.6,378.8,-14.70001,4.217,4.204,44,42,44.2,132.88
830,2.01907E+13,97.6,378.8,-14.70001,4.217,4.205,44,41,44.21,132.91
831,2.01907E+13,97.6,378.9,-14.70001,4.217,4.205,44,41,44.23,132.95
832,2.01907E+13,97.6,378.9,-14.70001,4.218,4.205,44,41,44.23,132.98
833,2.01907E+13,97.6,378.8,-14.70001,4.218,4.206,44,41,44.25,133.01
834,2.01907E+13,97.6,378.9,-14.70001,4.217,4.205,44,41,44.26,133.05
835,2.01907E+13,97.6,378.9,-14.70001,4.218,4.206,44,41,44.27,133.08
836,2.01907E+13,97.6,378.9,-14.70001,4.218,4.206,44,41,44.28,133.11
837,2.01907E+13,97.6,378.9,-14.70001,4.218,4.206,44,41,44.3,133.17
838,2.01907E+13,98,378.9,-14.70001,4.219,4.206,44,41,44.3,133.18
839,2.01907E+13,98,378.9,-14.70001,4.219,4.207,44,41,44.31,133.22
840,2.01907E+13,98,379.1,-14.70001,4.219,4.206,44,41,44.32,133.24
841,2.01907E+13,98,379.1,-14.70001,4.22,4.207,44,41,44.33,133.28
842,2.01907E+13,98,378.9,-14.70001,4.219,4.207,44,41,44.34,133.32
843,2.01907E+13,98,379.1,-14.70001,4.22,4.208,44,41,44.36,133.34
844,2.01907E+13,98,379.1,-14.70001,4.22,4.208,44,41,44.37,133.38
845,2.01907E+13,98,379.1,-14.70001,4.219,4.208,44,41,44.38,133.41
846,2.01907E+13,98,379.1,-14.70001,4.22,4.208,44,41,44.39,133.45
847,2.01907E+13,98,379.1,-14.70001,4.22,4.208,44,41,44.41,133.5
848,2.01907E+13,98,379.1,-14.70001,4.221,4.208,44,41,44.41,133.51
849,2.01907E+13,98,379.3,-14.70001,4.221,4.209,44,41,44.43,133.56
850,2.01907E+13,98,379.3,-14.70001,4.221,4.209,44,41,44.44,133.58
851,2.01907E+13,98,379.3,-14.70001,4.221,4.208,44,41,44.44,133.61
852,2.01907E+13,98,379.3,-14.70001,4.221,4.209,44,41,44.46,133.65
853,2.01907E+13,98,379.3,-14.70001,4.222,4.209,44,41,44.46,133.68
854,2.01907E+13,98.4,379.3,-14.70001,4.222,4.21,44,41,44.48,133.71
855,2.01907E+13,98.4,379.3,-14.70001,4.223,4.21,44,41,44.49,133.75
856,2.01907E+13,98.4,379.3,-14.70001,4.223,4.21,44,41,44.5,133.78
857,2.01907E+13,98.4,379.3,-14.70001,4.223,4.21,44,41,44.51,133.81
858,2.01907E+13,98.4,379.4,-14.70001,4.223,4.21,44,41,44.52,133.85
859,2.01907E+13,98.4,379.4,-14.70001,4.224,4.211,44,41,44.54,133.88
860,2.01907E+13,98.4,379.4,-14.70001,4.223,4.211,44,41,44.54,133.91
861,2.01907E+13,98.4,379.4,-14.70001,4.224,4.212,44,41,44.56,133.94
862,2.01907E+13,98.4,379.4,-14.70001,4.224,4.212,44,41,44.56,133.98
863,2.01907E+13,98.4,379.4,-14.70001,4.224,4.211,44,41,44.58,134.01
864,2.01907E+13,98.4,379.4,-14.70001,4.224,4.213,44,41,44.59,134.03
865,2.01907E+13,98.4,379.6,-14.70001,4.225,4.213,44,41,44.59,134.06
866,2.01907E+13,98.4,379.6,-14.70001,4.225,4.213,44,41,44.61,134.09
867,2.01907E+13,98.4,379.6,-14.70001,4.225,4.212,44,41,44.62,134.13
868,2.01907E+13,98.4,379.6,-14.70001,4.225,4.212,44,41,44.63,134.16
869,2.01907E+13,98.4,379.6,-14.70001,4.226,4.213,44,41,44.64,134.19
870,2.01907E+13,98.4,379.7,-14.70001,4.226,4.213,44,41,44.66,134.24
871,2.01907E+13,98.8,379.7,-14.70001,4.226,4.214,44,41,44.67,134.28
872,2.01907E+13,98.8,379.6,-14.70001,4.226,4.214,44,41,44.69,134.34
873,2.01907E+13,98.8,379.7,-14.70001,4.227,4.214,44,41,44.7,134.39
874,2.01907E+13,98.8,379.7,-14.70001,4.226,4.214,44,41,44.7,134.39
875,2.01907E+13,98.8,379.7,-14.70001,4.227,4.215,44,41,44.7,134.39
876,2.01907E+13,98.8,379.7,-14.70001,4.228,4.216,44,41,44.7,134.39
877,2.01907E+13,98.8,379.7,-14.70001,4.228,4.215,44,41,44.7,134.39
878,2.01907E+13,98.8,379.7,-14.70001,4.228,4.216,44,41,44.73,134.47
879,2.01907E+13,98.8,379.9,-14.70001,4.228,4.216,44,41,44.73,134.47
880,2.01907E+13,98.8,379.9,-14.70001,4.228,4.216,44,41,44.73,134.47
881,2.01907E+13,98.8,379.9,-14.70001,4.229,4.216,44,41,44.73,134.47
882,2.01907E+13,98.8,379.9,-14.70001,4.229,4.216,44,41,44.76,134.56
883,2.01907E+13,98.8,379.9,-14.70001,4.23,4.217,44,41,44.76,134.56
884,2.01907E+13,98.8,379.9,-14.70001,4.23,4.217,44,41,44.76,134.56
885,2.01907E+13,98.8,379.9,-14.70001,4.229,4.218,44,41,44.79,134.65
886,2.01907E+13,98.8,379.9,-14.70001,4.23,4.217,44,41,44.79,134.65
887,2.01907E+13,98.8,380,-14.70001,4.23,4.218,44,41,44.79,134.65
888,2.01907E+13,98.8,380,-14.70001,4.231,4.218,44,41,44.81,134.71
889,2.01907E+13,98.8,380,-14.70001,4.231,4.218,44,41,44.82,134.72
890,2.01907E+13,98.8,380.2,-14.70001,4.231,4.218,44,41,44.82,134.72
891,2.01907E+13,98.8,380.2,-14.70001,4.231,4.219,44,41,44.82,134.72
892,2.01907E+13,98.8,380.2,-14.70001,4.232,4.219,44,41,44.82,134.72
893,2.01907E+13,99.2,380.2,-14.70001,4.232,4.219,44,41,44.85,134.81
894,2.01907E+13,99.2,380.2,-14.70001,4.232,4.219,44,41,44.85,134.81
895,2.01907E+13,99.2,380.2,-14.70001,4.232,4.22,44,41,44.85,134.81
896,2.01907E+13,99.2,380.2,-14.70001,4.232,4.221,44,41,44.85,134.81
897,2.01907E+13,99.2,380.2,-14.70001,4.233,4.221,44,41,44.87,134.89
898,2.01907E+13,99.2,380.4,-14.70001,4.234,4.221,44,41,44.87,134.89
899,2.01907E+13,99.2,380.4,-14.70001,4.233,4.221,44,41,44.9,134.96
900,2.01907E+13,99.2,380.4,-14.70001,4.234,4.221,44,41,44.9,134.96
901,2.01907E+13,99.2,380.4,-14.70001,4.234,4.221,44,41,44.9,134.96
902,2.01907E+13,99.2,380.4,-14.70001,4.235,4.222,44,41,44.9,134.96
903,2.01907E+13,99.2,380.5,-14.70001,4.234,4.223,44,41,44.92,135.04
904,2.01907E+13,99.2,380.5,-14.70001,4.235,4.223,44,41,44.92,135.04
905,2.01907E+13,99.2,380.5,-14.70001,4.235,4.223,44,41,44.92,135.04
906,2.01907E+13,99.2,380.5,-14.70001,4.235,4.223,44,41,44.92,135.04
907,2.01907E+13,99.2,380.5,-14.70001,4.236,4.224,44,41,44.95,135.13
908,2.01907E+13,99.2,380.5,-14.70001,4.237,4.224,44,41,44.95,135.13
909,2.01907E+13,99.2,380.7,-14.70001,4.236,4.224,44,41,44.95,135.13
910,2.01907E+13,99.2,380.7,-14.70001,4.237,4.224,44,41,44.95,135.13
911,2.01907E+13,99.2,380.5,-14.70001,4.237,4.224,44,41,44.97,135.21
912,2.01907E+13,99.2,380.7,-14.70001,4.238,4.224,44,41,44.97,135.21
913,2.01907E+13,99.2,380.7,-14.70001,4.238,4.225,44,41,44.97,135.21
914,2.01907E+13,99.2,380.7,-14.70001,4.238,4.225,44,41,45,135.29
915,2.01907E+13,99.2,380.7,-14.70001,4.238,4.225,44,41,45,135.29
916,2.01907E+13,99.2,380.7,-14.70001,4.238,4.225,44,41,45,135.29
917,2.01907E+13,99.6,380.8,-14.70001,4.239,4.226,44,41,45.02,135.34
918,2.01907E+13,99.6,380.8,-14.70001,4.239,4.227,44,41,45.02,135.34
919,2.01907E+13,99.6,380.8,-14.70001,4.239,4.226,44,41,45.02,135.34
920,2.01907E+13,99.6,380.8,-14.70001,4.239,4.227,44,41,45.02,135.34
921,2.01907E+13,99.6,380.8,-14.70001,4.24,4.227,44,41,45.02,135.34
922,2.01907E+13,99.6,381,-14.70001,4.24,4.227,44,41,45.02,135.34
923,2.01907E+13,99.6,381,-14.70001,4.241,4.228,44,41,45.02,135.34
924,2.01907E+13,30,329.4,-70.30002,3.68,3.656,39,36,13.64,41.01
925,2.01907E+13,30.4,329.7,-70.30002,3.682,3.659,39,36,13.69,41.15
926,2.01907E+13,30.4,329.9,-70.30002,3.685,3.661,39,36,13.74,41.32
927,2.01907E+13,30.4,330,-70.30002,3.686,3.662,39,36,13.8,41.5
928,2.01907E+13,30.4,330.2,-70.30002,3.687,3.664,39,36,13.85,41.65
929,2.01907E+13,30.8,330.3,-70.30002,3.688,3.665,39,36,13.91,41.81
930,2.01907E+13,30.8,330.3,-70.30002,3.689,3.666,39,36,13.95,41.96
931,2.01907E+13,30.8,330.3,-70.30002,3.69,3.666,40,36,14.01,42.13
932,2.01907E+13,31.2,330.5,-70.30002,3.691,3.667,40,36,14.06,42.28
933,2.01907E+13,31.2,330.5,-70.30002,3.692,3.668,40,36,14.12,42.44
934,2.01907E+13,31.2,330.5,-70.20001,3.692,3.668,40,36,14.17,42.6
935,2.01907E+13,31.6,330.7,-70.30002,3.693,3.669,40,36,14.22,42.76
936,2.01907E+13,31.6,330.7,-70.30002,3.693,3.67,40,36,14.27,42.91
937,2.01907E+13,31.6,330.7,-70.30002,3.694,3.67,40,36,14.32,43.06
938,2.01907E+13,31.6,330.8,-70.20001,3.695,3.67,40,36,14.37,43.21
939,2.01907E+13,32,330.8,-70.30002,3.695,3.672,40,36,14.43,43.39
940,2.01907E+13,32,330.8,-70.30002,3.695,3.672,40,36,14.49,43.54
941,2.01907E+13,32,331,-70.20001,3.696,3.672,40,36,14.54,43.71
942,2.01907E+13,32.4,331,-70.30002,3.696,3.672,40,36,14.59,43.87
943,2.01907E+13,32.4,331,-70.30002,3.696,3.673,40,36,14.64,44.03
944,2.01907E+13,32.4,331.1,-70.30002,3.697,3.674,40,36,14.7,44.19
945,2.01907E+13,32.4,331.1,-70.30002,3.698,3.674,40,36,14.74,44.34
946,2.01907E+13,32.8,331.1,-70.30002,3.698,3.675,40,36,14.8,44.51
947,2.01907E+13,32.8,331.1,-70.30002,3.699,3.675,40,36,14.85,44.66
948,2.01907E+13,32.8,331.3,-70.30002,3.7,3.675,40,36,14.91,44.82
949,2.01907E+13,33.2,331.3,-70.30002,3.7,3.675,40,36,14.96,44.97
950,2.01907E+13,33.2,331.3,-70.30002,3.7,3.676,40,36,15.01,45.14
951,2.01907E+13,33.2,331.3,-70.30002,3.701,3.677,40,36,15.06,45.29
952,2.01907E+13,33.2,331.4,-70.30002,3.701,3.676,40,36,15.12,45.46
953,2.01907E+13,33.6,331.4,-70.30002,3.701,3.678,40,36,15.17,45.61
954,2.01907E+13,33.6,331.4,-70.30002,3.701,3.678,40,36,15.23,45.77
955,2.01907E+13,33.6,331.4,-70.30002,3.702,3.678,40,36,15.28,45.92
956,2.01907E+13,34,331.4,-70.20001,3.702,3.679,40,36,15.33,46.09
957,2.01907E+13,34,331.6,-70.30002,3.703,3.679,40,36,15.38,46.23
958,2.01907E+13,34,331.6,-70.30002,3.704,3.68,40,36,15.43,46.4
959,2.01907E+13,34.4,331.6,-70.30002,3.704,3.68,40,36,15.48,46.55
960,2.01907E+13,34.4,331.7,-70.30002,3.704,3.68,40,36,15.53,46.71
961,2.01907E+13,34.4,331.7,-70.20001,3.705,3.681,40,36,15.58,46.86
962,2.01907E+13,34.4,331.7,-70.20001,3.705,3.681,40,36,15.64,47.03
963,2.01907E+13,34.8,331.7,-70.20001,3.706,3.681,40,36,15.7,47.2
964,2.01907E+13,34.8,331.9,-70.30002,3.706,3.682,40,36,15.75,47.35
